CATSFX,GENUS,SPECIES,SUBSPECIES,HYBRIDTYPE,AGE,SEX,DATE,COUNTRY,STATE,COUNTY,SPECLOC,COLLCATNUM,MASS,BODYCOND,REMARKS,DISPOS,AVAIL,SKINMEAS,EDWARDS,LATDEG,LATMIN,LONDEG,LONMIN
8850,Melospiza,melodia,maxima,,AHY,F,29-May-98,USA,Alaska,Aleutian Islands,"Andreanof Islands, Kanaga Island",UAMX734,46.5,"OV:12.7X4.7, ova to 2.4; FAT:Light; SK:100% ossified; MOLT:Rect #2 left in sheath; STOM:Seeds.",LATLONG 5145N 17722W.  Coll DDG1653. Incubation patch.,1230,,WCH:80.4; TL:75.9; TS:28.9; BL:12.1; BLH:7.6; BLW:6.8; SKL:40.0,Z65c050,,,,
10074,Melospiza,melodia,maxima,,AHY,F?,21-Feb-99,USA,Alaska,Aleutian Islands,"Andreanof Islands, Kanaga Island",UAMX750,54.5,OV:identified? FAT:Heavy,Coll no. DDG1693.,1230,,WCH:81; TL:81; TS:32.5; BL:13.4; BLH:7.2; BLW:5.5; SKL:37.8,Z65c050,,,,
8779,Melospiza,melodia,maxima,,AHY,M,6-Jun-98,USA,Alaska,Aleutian Islands,"Andreanof Islands, Kanaga Island, Kanaga Bay",UAMX721,49.5,"TE:L damaged, R=12.6X9.5; FAT:Light; SK:100% ossified; MOLT:None; STOM:Insects",Coll DDG1677. LATLONG 5142N 17711W.,1230,,WCH:85.2; TL:79.4; TS:24.9; BL:12.5; BLH:7.4; BLW:7.5; SKL:39.1,Z65c050,,,,
8780,Melospiza,melodia,maxima,,AHY,F,6-Jun-98,USA,Alaska,Aleutian Islands,"Andreanof Islands, Kanaga Island, Kanaga Bay",UAMX720,53.3,"OV:14.6X10.9, largest ova ovum (orange) in lower oviduct 13.4mm; MOLT:None; STOM:Insects; Incubation patch",Coll DDG1676.  LATLONG 5142N 17711W.,1230,,,Z65c050,,,,
13173,Melospiza,melodia,maxima,,HY,M,16-Aug-98,USA,Alaska,Aleutian Islands,"Andreanof Islands, Kasatochi Island",UAMX1493,48.5,TE:3.8X3.1; FAT:Moderate; SK:0% ossified; MOLT:None,Skin/skel/tiss2/stom/guts.,1230,,WCH:78; TL:86; TS:25.4; BL:10.7; BLH:7.1; BLW:5.5; SKL:37.8,Z65c050,,,,
15316,Melospiza,melodia,maxima,,AHY,U,5-Sep-00,USA,Alaska,Aleutian Islands,"Andreanof Islands, Tanaga Island",DAR034,40.5,Gonads not identified; FAT:Light,Skin/skel/tiss2/stom/guts,1230,,WCH:77.8; TL:71.0; TS:24.7; BL:12.1; BLH:7.5; BLW:5.9; SKL:36.2,Z65c050,,,,
15370,Melospiza,melodia,maxima,,U,U,4-Sep-00,USA,Alaska,Aleutian Islands,"Andreanof Islands, Tanaga Island",DAR043,44,Gonads shot,Skin/skel/tiss2/stom/guts,1230,,WCH:78.4; TL:76.9; TS:27.7; BL:11.6; BLH:12.0; BLW:10.7; SKL:38.5,Z65c050,,,,
15347,Melospiza,melodia,maxima,,HY,F,2-Sep-00,USA,Alaska,Aleutian Islands,"Andreanof Islands, Tanaga Island",DAR035,43.5,"OV:2X1, translucent; FAT:Moderate; SK:0% ossified; MOLT:General",Skin/skel/tiss2/stom/guts,1230,,WCH:79.4; TL:78.2; TS:26.7; BL:11.7; BLH:7.2; BLW:5.5; SKL:37.8,Z65c050,,,,
15318,Melospiza,melodia,maxima,,AHY,M,3-Sep-00,USA,Alaska,Aleutian Islands,"Andreanof Islands, Tanaga Island",DAR036,46.8,TE:each 3X2; FAT:Trace; SK:100%; MOLT:None,Skin/skel/tiss2/stom/guts,1230,,WCH:79.8; TL:71.6; TS:21.3; BL:11.4; BLH:7.1; BLW:6.4; SKL:32.7,Z65c050,,,,
15362,Melospiza,melodia,maxima,,HY,F,2-Sep-00,USA,Alaska,Aleutian Islands,"Andreanof Islands, Tanaga Island",DAR033,43.4,"OV:4X2, granular; FAT:Light; SK:10% ossified; MOLT:Light body",Skin/skel/tiss2/stom/guts,1230,,WCH:80.5; TL:75.0; TS:30.0; BL:12.4; BLH:7.3; BLW:6.6; SKL:38.5,Z65c050,,,,
15311,Melospiza,melodia,maxima,,HY,F,3-Sep-00,USA,Alaska,Aleutian Islands,"Andreanof Islands, Tanaga Island",DAR037,36.2,OV:wispy; FAT:Light; SK:unossified; MOLT:Moderate,Skin/skel/tiss2/stom/guts,1230,,WCH:80; TL:70; TS:25.5; BL:12.9; BLH:7.4; BLW:6.4; SKL:37.1,Z65c050,,,,
15345,Melospiza,melodia,maxima,,HY,F,3-Sep-00,USA,Alaska,Aleutian Islands,"Andreanof Islands, Tanaga Island",DAR040,43.7,Gonads not described; FAT:Moderate; MOLT:None,Skin/skel/tiss2/stom/guts,1230,,WCH:82.2; TL:78.1; TS:27.8; BL:11.7; BLH:6.9; BLW:6.1; SKL:38.2,Z65c050,,,,
15322,Melospiza,melodia,maxima,,HY,F,3-Sep-00,USA,Alaska,Aleutian Islands,"Andreanof Islands, Tanaga Island",DAR038,,OV:Broken; FAT:Trace; SK:80%; MOLT:None,Skin/skel/tiss2/stom/guts,1230,,,Z65c050,,,,
25356,Melospiza,melodia,maxima,,AHY,U,7-Oct-00,USA,Alaska,Aleutian Islands,Attu,DAR112,47.5,Fat:zero; Molt:moderate; Unable to sex; SK:100% oss.; Stom:insects;,,1230,,WCH:85; TL:83; TS:28.6; BL:12.4; BLH:7.5; BLW:7.5; SKL:39.1;,Z65c050,,,,
27856,Melospiza,melodia,maxima,,AD,F,22-May-10,USA,Alaska,Aleutian Islands,"Attu I., Alexai Point east tip",JJW775,46,Fat:light; OV:present; SK:100% oss.;,incubation patch; see field cat. for more details; second collector D. Sonneborn; gut save;d prep. 4 Oct 2010;,1230,,WCH:79.0; TL:73.6; TS:27.2; BL:12.4; BLH:7.4; BLW:5.9; SKL:38.9;,Z65c050,,,,
27848,Melospiza,melodia,maxima,,AD,M,22-May-10,USA,Alaska,Aleutian Islands,"Attu I., Alexai Point, east tip",JJW770,40,Fat:trace; TE:9x5; SK:100% oss.;,"tissues on RNA later, see field cat. for details; second collector D. Sonneborn; prep. 11 Aug 2010;",1220,,WCH:84; TL:83; TS:26.8; BL:13.3; BLH:7.4; BLW:6.5; SKL:40.4;,Z65c050,,,,
35432,Melospiza,melodia,maxima,,HY,M,16-Sep-03,USA,Alaska,Aleutian Islands,"Attu I., Casco Cove",UAMX4046,40,Fat:light; TE:2x2; SK:0% oss.;,singing; gut saved; prep. 20 Mar 2014;,1220,,WCH:82.0; TL:78.0; TS:27.6; BL:11.8; BLH:7.1; BLW:5.7; SKL:39.1;,Z65c050,,,,
36621,Melospiza,melodia,maxima,,AHY,M,17-May-02,USA,Alaska,Aleutian Islands,"Attu I., Casco Cove, 52o47'0""N 173o9'27""E",KSW3964,43.2,Fat:very light; TE:11.5x7.5; SK:100% oss.;,gut saved; prep. 10 Mar 2015;,1220,,WCH:82.1; TL:77.4; TS:27.7; BL:12.3; BLH:7.4; BLW:6.1; SKL:39.6;,Z65c050,,,,
39774,Melospiza,melodia,maxima,,AHY,F,10-May-04,USA,Alaska,Aleutian Islands,"Attu I., Debris Beach, 52o49'52.4""N 173o11'1.0""E",KGM847,52.9,Fat:moderate; OV:follicle 13.6x11.4; SK:100% oss.; Molt:none;,gut saved;,3120,,WCH:77.0; TL:73.5; BL:12.3; BLH:7.7; BLW:6.3; SKL:38.1;,Z65c050,,,,
27854,Melospiza,melodia,maxima,,AD,F,23-May-09,USA,Alaska,Aleutian Islands,"Attu I., Gilbert Ridge",JJW202,44,Fat:trace; OV:present; SK:oss.;,skulking ~5ft from nest; prep. 17 Sep 2010; gut saved;,1230,,WCH:75; TL:75; TS:27.1; BL:12.4; BLH:7.6; BLW:5.4; SKL:38.4;,Z65c050,,,,
27849,Melospiza,melodia,maxima,,AD,F,22-May-10,USA,Alaska,Aleutian Islands,"Attu I., Gilbert Ridge",JJW776,37,Fat:light OV:present; SK:100% oss.;,"tissues on RNA later, see field cat. for details; second collector D. Sonneborn; prep. 11 Aug 2010;",1220,,WCH:78; TL:74; TS:28.0; BL:12.5; BLH:7.0; BLW:6.1; SKL:39.0;,Z65c050,,,,
27855,Melospiza,melodia,maxima,,AD,M,23-May-09,USA,Alaska,Aleutian Islands,"Attu I., Gilbert Ridge",JJW201,46,Fat:trace; TE:10x7; SK:bloody buy oss.;,"sing male within 100ft. of nest from which JJW189, 202, 203, 204, 205 where taken; gut saved; prep. 17 Sep 2010;",1230,,WCH:82; TL:79; TS:-; BL:12.3; BLH:6.8; BLW:6.0; SKL:39.3;,Z65c050,,,,
36623,Melospiza,melodia,maxima,,AHY,M,15-May-02,USA,Alaska,Aleutian Islands,"Attu I., Gilbert Ridge",KSW3958,45.7,Fat:very light; TE:12x8; SK:100% oss.;,gut saved; prep. 10 Mar 2015;,1230,,WCH:83.6; TL:78.5; TS:27.7; BL:11.7; BLH:7.5; BLW:5.8; SKL:38.2;,Z65c050,,,,
36618,Melospiza,melodia,maxima,,AHY,M,9-May-04,USA,Alaska,Aleutian Islands,"Attu I., Gilbert Ridge, 52o50'12.6""N 173o16'9.9""E",KGM842,46,Fat:light; TE:11x8; SK:100% oss.;,cloacal protuberance; gut saved; prep. 9 Mar 2015;,1230,,WCH:85.2; TL:83.6; TS:29.5; BL:12.8; BLH:7.8; BLW:5.9; SKL:40.0;,Z65c050,,,,
36622,Melospiza,melodia,maxima,,AHY,M,20-May-02,USA,Alaska,Aleutian Islands,"Attu I., Gilbert Ridge, 52o50'5""N 173o16'12""E",KSW3979,47.3,Fat:light; TE:10x6; SK:100% oss.;,gut saved; prep. 11 Mar 2015;,1230,,WCH:82.2; TL:77.0; TS:28.8; BL:12.4; BLH:7.6; BLW:6.0; SKL:39.7;,Z65c050,,,,
39272,Melospiza,melodia,maxima,,AD,M,5-May-01,USA,Alaska,Aleutian Islands,"Attu I., Massacre Bay",ABJ116,45,Fat:trace; TE:10.4x7.4; SK:100% oss.;,"second collector D. A. Rocque; lone bird, breeding condition; gut saved;",1230,,WCH:80.2; TL:80.8; TS:28.4; BL:-; BLH:7.3; BLW:6.0; SKL:~39.0;,Z65c050,,,,
27853,Melospiza,melodia,maxima,,AD,F,25-May-09,USA,Alaska,Aleutian Islands,"Attu I., Murder Point",JJW219,42,Fat:trace; OV:present; SK:oss.;,paired with JJW218; prep. 22 Sep 2010; gut saved;,1220,,WCH:78; TL:74; TS:27.0; BL:12.0; BLH:6.5; BLW:5.8; SKL:38.4;,Z65c050,,,,
27851,Melospiza,melodia,maxima,,AD,F,25-May-10,USA,Alaska,Aleutian Islands,"Attu I., Murder Point",JJW792,,Fat:trace; OV:present; SK:100% oss.;,"tissues on RNA later, see field cat. for details; prep. 4 Aug 2010; paired with JJW791;",1020,,WCH:79; TL:80; TS:-; BL:12.0; BLH:6.9; BLW:5.4; SKL:36.0;,Z65c050,,,,
27852,Melospiza,melodia,maxima,,AD,M,25-May-09,USA,Alaska,Aleutian Islands,"Attu i., Murder Point",JJW218,50,Fat:trace; TE:10x9; SK:oss.;,paired with JJW219; second collector D. Sonneborn; prep. 22 Sep 2010; gut saved;,1230,,WCH:81; TL:81; TS:28.1; BL:12.6; BLH:7.4; BLW:5.9; SKL:40.7;,Z65c050,,,,
27850,Melospiza,melodia,maxima,,AD,M,25-May-10,USA,Alaska,Aleutian Islands,"Attu I., Murder Point",JJW791,,Fat:trace; TE:15x8; SK:100% oss.;,"tissues on RNA later, see field cat. for details; paired with JJW792 (chicks JJW793-6); prep. 4 Aug 2010;",1220,,WCH:83; TL:84; BL:12.6; TS:-; BLH:7.9; BLW:6.7; SKL:39.5;,Z65c050,,,,
38590,Melospiza,melodia,maxima,,AHY,M,6-May-04,USA,Alaska,Aleutian Islands,"Attu I., S side Murder Pen., 52.7979oN 173.1624oE",KGM833,44.5,Fat:light; TE:13x6; SK:oss.?;,prep. 26 Jan 2016;,3120,,WCH:84.1; TL:82.7; TS:27.6; BL:12.9; BLH:7.2; BLW:5.6; SKL:38.7;,Z65c050,,,,
38180,Melospiza,melodia,maxima,,AHY,F,28-May-01,USA,Alaska,Aleutian Islands,Attu Island,UAMX1697,40,Fat:light; OV:10x6; SK:100% oss.;,gut saved; prep. 11 Jan 2016;,1230,,WCH:76.9; TL:76.3; TS:25.6; BL:12.0; BLH:7.5; BLW:5.8; SKL:38.4;,Z65c050,,,,
11872,Melospiza,melodia,maxima,,HY,F,6-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR108,43.3,"fat:mod.;molt:none;stom:seeds,vegetation;sk:0%oss.;ov:4.1x2.8",,1230,,wch:76.9;tl:76.5;ts:27.5;bl:11.5;blh:7.3;blw:6.0;skl:37.1,Z65c050,,,,
38178,Melospiza,melodia,maxima,,AD,F,24-May-01,USA,Alaska,Aleutian Islands,Attu Island,UAMX1667,40,"Fat:light; OV:8x8, ova to 2x2, post laying?, oviduct only partially enlarged;",incubation patch; HAB:rocky shore; gut saved; prep. 3 Mar 2016;,1230,,WCH:77.0; TL:76.2; TS:27.7; BL:12.4; BLH:7.5; BLW:5.8; SKL:38.5;,Z65c050,,,,
34548,Melospiza,melodia,maxima,,AD,F,5-May-01,USA,Alaska,Aleutian Islands,Attu Island,ABJ120,51,Fat:light; OV:unshelled egg in oviduct; SK:100% oss.;,gut saved; prep. 12 Feb 2014;,1220,,WCH:77.5; TL:69.9; TS:27.8; BL:12.7; BLH:7.9; BLW:5.8; SKL:39.0;,Z65c050,,,,
11271,Melospiza,melodia,maxima,,HY,F,19-Aug-99,USA,Alaska,Aleutian Islands,Attu Island,CLP281,44,"fat:very light;ov:oviduct seen;sk:unoss.;molt:moderate body molt,primaries,rectrices;stom:insects",hab:rocky beach,1220,,wch:77.6;tl:74.2;ts:26.7;bl:11.2;blh:7.5;blw:5.9;skl:37.9,Z65c050,,,,
31905,Melospiza,melodia,maxima,,HY,M,7-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR113,,Fat:very light; Molt:light body; TE:l=3.1x1; SK:~90% unoss.; Stom:invertabrates;,gut saved;,1230,,WCH:77.9; TL:78.5; TS:27.5; BL:11.7; BLH:7.1; BLW:6.2; SKL:37.5;,Z65c050,,,,
11846,Melospiza,melodia,maxima,,AHY,M,4-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR104,41.6,fat:light;ov:1x1;sk:fully oss,,1230,,wch:77;tl:81;ts:26.0bl:12.5;blh:7.2;blw:6.2;skl:38.2,Z65c050,,,,
38177,Melospiza,melodia,maxima,,AHY,F,3-May-01,USA,Alaska,Aleutian Islands,Attu Island,ABJ113,40,Fat:light; OV:8x8; SK:100% oss.; Molt:very light body;,HAB:rocky coast; gut saved; prep. 12 Jan 2016;,1230,,WCH:78.1; TL:72.4; TS:27.2; BL:12.5; BLH:7.0; BLW:5.8; SKL:39.3;,Z65c050,,,,
31443,Melospiza,melodia,maxima,,HY,U,2-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR083,40,Fat:trace; gonads unidetifiable; SK:0% oss.; Molt:heavy head and body;,prep. 27 Mar 2013;,1020,,WCH:78.2; TL:77.0; TS:27.4; BL:11.1; BLH:7.7; BLW:5.9; SKL:37.3;,Z65c050,,,,
11828,Melospiza,melodia,maxima,,HY,M,12-Sep-99,USA,Alaska,Aleutian Islands,Attu Island,CLP383,40.8,"te:shot damaged;sk:5%oss.;fat:very light;molt:none;stom:seeds,vegetation,rocks",hab:rocky coastline,1230,,wch:78.4;tl:82.7;ts:26.9;bl:11.9;blh:7.2;blw:6.2;skl:38.3,Z65c050,,,,
38592,Melospiza,melodia,maxima,,HY,U,3-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR096,39,Fat:light; gonads unidentifiable; SK:unoss.; Molt:moderate;,prep. 31 Mar 2016;,3130,,WCH:78.7; TL:76.3; TS:27.2; BL:11.5; BLH:7.7; BLW:6.1; SKL:37.7;,Z65c050,,,,
38386,Melospiza,melodia,maxima,,AHY,F,6-May-01,USA,Alaska,Aleutian Islands,Attu Island,ABJ119,43,Fat:light; OV:11x8; SK:oss.; Molt:a few back;,one of a pair; HAB:rocky beach; gut saved; prep. 14 Apr 2016;,1230,,WCH:78.7; TL:78.0; TS:27.6;,Z65c050,,,,
12467,Melospiza,melodia,maxima,,HY,F,2-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR088,41.2,"Fat: light: OV: oviduct seen; SK: 5% OSS; MOlt; none: Stom: Vegetation, inverts",,1230,,WCH:78.7; TL:83.5; TS:26.4; BL:11.8; BLH:6.8; BLW:6.2; SKL:38.2;,Z65c050,,,,
35437,Melospiza,melodia,maxima,,AHY,F,9-May-01,USA,Alaska,Aleutian Islands,Attu Island,DAR167,55,Fat:light; OV:unshelled egg in oviduct; SK:100% oss.;,incubation patch; gut saved; prep. 15 Apr 2014;,1220,,WCH:79.2; TL:77.5;,Z65c050,,,,
11277,Melospiza,melodia,maxima,,HY,M,2-Sep-99,USA,Alaska,Aleutian Islands,Attu Island,CLP328,39.2,"fat:none;te:<1mm;sk:unoss.;molt:only 2 rects grown in, rest in sheath;stom:insects",hab:rocky coastline;singing,1230,,wch:79.2;tl:[69.6];ts:27.0;bl:11.8;blh:7.1;blw:5.1;skl:37.8,Z65c050,,,,
12094,Melospiza,melodia,maxima,,HY,M,6-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR110,44.5,Fat: Light; Molt: little neck molt; Stomach: Insects;,,1230,,WCH:79.3; TL:94.0; TS:28.5; BL:12.0; BLH:7.1; BLW:6.9; SKL:38.2; TE: L) 1.0X0.8;,Z65c050,,,,
39271,Melospiza,melodia,maxima,,HY,U,7-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR113,53.3,Fat:moderate; gonads unidentifiable; Molt:light; SK:50% oss.;,gut saved;,1230,,WCH:80.0; TL:83.5; TS:26.2; BL:~10; BLH:~6; BLW:5.7; SKL:~37;,Z65c050,,,,
35435,Melospiza,melodia,maxima,,HY ?,F,4-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR107,40,Fat:trace; OV:5x4; SK;unoss.?; Molt:light body;,gut saved; prep. 11 Apr 2014;,1220,,WCH:80.1; TL:79.7; TS:27.3; BL:11.2; BLH:7.0; BLW:5.8; SKL:38.4;,Z65c050,,,,
11730,Melospiza,melodia,maxima,,HY,M,11-Sep-99,USA,Alaska,Aleutian Islands,Attu Island,CLP372,43.9,Fat: Light; Molt: None;,Habitat Rocky Coastline,1230,,WCH:80.5; TL:76.0; TS:28.6; BL:12.1; BLH:7.2; BLW:5.9; SKL:38.4; TE: R) 2.1x1.3; SK: 5% oss;,Z65c050,,,,
34546,Melospiza,melodia,maxima,,AD,F,24-May-01,USA,Alaska,Aleutian Islands,Attu Island,UAMX1660,53,Fat:light; OV:breeding condition; SK:100% oss.;,HAB:rocky shoreline; soft shelled egg in oviduct; gut saved; prep. 11 Feb 2014;,1220,,WCH:80.5; TL:76.4; TS:27.8; BL:13.0; BLH:6.8; BLW:5.5; SKL:40.6;,Z65c050,,,,
39273,Melospiza,melodia,maxima,,AHY,F,28-May-01,USA,Alaska,Aleutian Islands,Attu Island,UAMX1701,50.1,"Fat:moderate; OV:6x15, swollen ovum 10x10; SK:86% oss.; Molt:none;",gut saved;,1230,,WCH:80.5; TL:78.5; TS:27.0; BL:12.1; BLH:7.1; BLW:5.4; SKL:38.6;,Z65c050,,,,
11849,Melospiza,melodia,maxima,,HY,M,3-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR095,44.1,Fat; little; molt; Body; Sk: 50% oss; stom; taken,,1230,,WCH:80.6; TL:88.2; TS:27.3; BL:11.4; BLH:6.9; BLW:7.0; SKL:36.6; SK: 50% oss; TE:L) Present < 1.0mm,Z65c050,,,,
38179,Melospiza,melodia,maxima,,AD,F,28-May-01,USA,Alaska,Aleutian Islands,Attu Island,UAMX1698,51,Fat:light; OV:breeding condition; SK:100% oss.;,incubation patch; gut saved; prep. 4 Mar 2016;,1230,,WCH:80.9; TL:75.9; TS:26.8; BL:12.5; BLH:8.1; BLW:5.8; SKL:38.8;,Z65c050,,,,
12141,Melospiza,melodia,maxima,,U,M,19-Aug-99,USA,Alaska,Aleutian Islands,Attu Island,CLP282,47,fat:light;te:r:1x1;molt:none;stom:?;sk:?,hab:rocky beach;top mandible shot off,1230,,"wch:80;tl:84;ts:28.4;bl,blh,blw,skl:-",Z65c050,,,,
35430,Melospiza,melodia,maxima,,AD,F,31-May-01,USA,Alaska,Aleutian Islands,Attu Island,UAMX1721,41,Fat:light; OV:breeding condition; SK:100% oss.;,incubation patch; gut saved; prep. 20 Mar 2014;,1220,,WCH:81.0; TL:74.8; TS:26.3; BL:12.3; BLH:-; BLW:-; SKL:38.2;,Z65c050,,,,
15116,Melospiza,melodia,maxima,,AHY,M,17-May-02,USA,Alaska,Aleutian Islands,Attu Island,KSW3965,44,Fat: none; Molt: none; TE:L:11.0x7.5; SK: ossified,Hab: grassy edge of rocky beach; skin/skel/tiss(2)stom/guts,1230,,WCH:81.0; TL:75.2; TS:25.5; BL:12.8; BLH:7.4; BLW:6.0; SKL:39.6,Z65c050,,,,
38593,Melospiza,melodia,maxima,,HY,U,2-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR086,44.5,Fat:light; gonads unkown; SK:unoss.; Molt:moderate body;,prep. 31 Mar 2016;,3130,,WCH:82.1; TL:80.9; TS:28.0; BL:11.4; BLH:7.6; BLW:6.2; SKL:38.9;,Z65c050,,,,
36620,Melospiza,melodia,maxima,,AHY,M,3-May-01,USA,Alaska,Aleutian Islands,Attu Island,DAR155,46,Fat:light; TE:12x8; SK:100% oss.;,cloacal protuberance; second collector A. B. Johnson; HAB:grass tuft along rocky beach; gut saved; prep. 9 Mar 2015;,1230,,WCH:82.2; TL:77.2; TS:28.0; BL:12.2; BLH:7.3; BLW:5.8; SKL:39.3;,Z65c050,,,,
34715,Melospiza,melodia,maxima,,AD,M,2-Jun-02,USA,Alaska,Aleutian Islands,Attu Island,RWD26019,46,Fat:very light; TE:11x7; SK:100% oss.;,prep. 10 Feb 2014; wing and tail saved;,3120,,WCH:82.4; TL:78.5; TS:29.5; BL:12.9; BLH:7.0; BLW:6.4; SKL:40.0;,Z65c050,,,,
31442,Melospiza,melodia,maxima,,AD,M,3-May-01,USA,Alaska,Aleutian Islands,Attu Island,DAR158,44,Fat:trace; TE:12x8; SK:100% oss.;,HAB:rocky coast; second collector A. B. Johnson; prep. 25 Mar 2013;,1220,,WCH:82.9; TL:78.5; TS:28.2; BL:12.5; BLH:7.3; BLW:5.4; SKL:38.9;,Z65c050,,,,
31500,Melospiza,melodia,maxima,,HY,M,16-Sep-03,USA,Alaska,Aleutian Islands,Attu Island,UAMX4047,42,Fat:light; TE:<1x1; SK:0% oss.; Molt:light head and very light body;,singing; gut saved; prep. 11 June 2013; second collector R. Masolini;,1230,,WCH:82.9; TL:79.7; TS:28.3; BL:11.8; BLH:7.6; BLW:5.7; SKL:39.1;,Z65c050,,,,
11836,Melospiza,melodia,maxima,,AD,F,2-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR084,38.2,fat:light;ov:9x9;molt:light body molt;stom:seeds,,1230,,wch:83.2;tl:71.7;ts:22.8;bl:12.7;blh:7.3;blw:6.3;skl:38.9,Z65c050,,,,
15117,Melospiza,melodia,maxima,,AHY,M,17-May-02,USA,Alaska,Aleutian Islands,Attu Island,KSW3963,43.9,Fat: none; Molt: none; TE:L:11.0x7.5; SK: ossified;,Hab: grassy vegetation on rocky beach; skin/skel/tiss(2)/stom/guts,1230,,WCH:83.3; TL:80.1; TS:26.2; BL:12.6; BLH:7.3; BLW:5.9; SKL:38.7;,Z65c050,,,,
11790,Melospiza,melodia,maxima,,AHY,M,19-Aug-99,USA,Alaska,Aleutian Islands,Attu Island,CLP280,29.6,Fat: Little; Molt: Little neck and body;,,1230,,WCH:83.5; TL:89.1; BL:11.8; BLH:7.1; BLW:5.8; SKL:37.9; TE:L)1.3x1.3,Z65c050,,,,
15115,Melospiza,melodia,maxima,,AHY,M,16-May-02,USA,Alaska,Aleutian Islands,Attu Island,KSW3959,45.4,Fat: none; molt: none; TE:L:11.6x8.3; SK: ossified;,Hab: debris on rocky and sandy beach; skin/skel/tiss(2)/stom/guts,1230,,wch:83.6; tl:82.4; ts:26.2; bl:13.3; blh:7.9; blw:6.0; skl:39.9,Z65c050,,,,
11829,Melospiza,melodia,maxima,,HY,F,19-Aug-99,USA,Alaska,Aleutian Islands,Attu Island,CLP283,43.1,fat:very light;ov:5x6;sk:fully oss?,hab:rocky beach,1230,,wch:83.6;tl:78.8;ts:27.4;bl:11.7;blh:6.9;blw:11.5;skl:38.1,Z65c050,,,,
38591,Melospiza,melodia,maxima,,HY,U,42 Sep 2004,USA,Alaska,Aleutian Islands,Attu Island,JJW3073,39,Fat:light; gonads shot; SK:100% oss.; Molt:some body;,prep. 2 Mar 2016; see original label with wing;,3120,,WCH:83.8; TL:82.0; TS:27.9; BL:11.8; BLH:7.6; BLW:6.1; SKL:37.9;,Z65c050,,,,
35433,Melospiza,melodia,maxima,,HY,M,1-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR078,42.5,Fat:light; TE:2x2; SK:0% oss.;,gut saved; prep. 20 Mar 2014;,1220,,WCH:83.8; TL:82.2; TS:28.3; BL:11.8; BLH:7.9; BLW:6.2; SKL:38.2;,Z65c050,,,,
11847,Melospiza,melodia,maxima,,HY,M,7-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR116,38.1,"Fat; light; Molt: none; SK: 15% oss; Stom: rocks, seeds, veg.",,1230,,WCH:83; TL:86.1; TS:28.3; BL:12.2; BLH:7.1; BLW:5.7; SKL:37.2; TE:L)4.2x2.3; SK: 15% OSS;,Z65c050,,,,
31445,Melospiza,melodia,maxima,,HY,U,1-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR080,44.5,Fat:light; gonads unidentifiable; SK:10% oss.; Molt:very light body;,prep. 1 Apr 2013;,1220,,WCH:84.0; TL:81.4; TS:28.7; BL:11.7; BLH:7.7; BLW:6.2; SKL:39.5;,Z65c050,,,,
38387,Melospiza,melodia,maxima,,HY,M,1-Oct-00,USA,Alaska,Aleutian Islands,Attu Island,DAR079,42,"Fat:light; TE:~1x1; SK:unoss.; Molt:light head, moderate back;",gut saved; prep. 15 Apr 2016;,1230,,WCH:84.4; TL:81.3; TS:28.3; BL:11.5; BLH:6.9; BLW:6.2; SKL:37.2;,Z65c050,,,,
11173,Melospiza,melodia,maxima,,AHY,M,24-Aug-99,USA,Alaska,Aleutian Islands,Attu Island,CLP310,45.5,fat:none;te:l:2.7x1.4;sk:100%oss.;molt:moderate body molt;stom:invertebrates,hab:rocky coastline,1230,,wch:84.4;tl:82.2;ts:26.8;bl:12.1;blh:8.0;blw:5.7;skl:39.6,Z65c050,,,,
11174,Melospiza,melodia,maxima,,AHY,M,9-Sep-99,USA,Alaska,Aleutian Islands,Attu Island,CLP366,48,"fat:trace;te:l:3.0x2.3;sk:100%oss.;molt:heavy body molt, primaries;stom:insects and seeds",hab:rocky beach;singing,1230,,wch:84.5;tl:83.5;ts:27.1;bl:12.9;blh:7.6;blw:5.5;skl:40.2,Z65c050,,,,
11848,Melospiza,melodia,maxima,,HY,M,28-Sep-00,USA,Alaska,Aleutian Islands,Attu Island,DAR067,44.3,Fat: light; Molt; light body; SKL: unossified; Stom; inverts,,1230,,WCH:84.7; TL:78.7; TS:28.0; SL:11.3; BLH:6.4; BLW:5.6; SKL:37.7; TE: L) 1.0x1.0: SK: unoss.,Z65c050,,,,
